"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
8.900021569855e-233,0.524495812816504,0.404173143365763,0.421241305491637,0.615335651078226,0.673409796375278,0.742981453670085,0.885274491036661,0.811598186724012,0.961967439306385,0.999286606251482,0.950272786904542,0.913733073875587,0.86165478703569,0.867467491599442,0.91960907085734,0.800979065404642,0.886591738825961,0.902021018405165,0.870701175920036,0.995395658196631,0.908469380042692,0.919230908654628,1.01011141298646,0.984145291241554,1.03405026588449,0.992563389408716,0.929688555290567,1.01132044550774,0.862514898685092,0.956758879749598,0.83707325060474,0.796579229403148,0.90132019031428,0.770608252442278,0.840069960021356,0.673205600342493,0.62778454545794,0.829668369139954,0.63317431778983,0.909528685523882,0.790332795091318,0.463568286003025,0.621335551077796,0.31234591636096,0.411394784775295,0.841631254510957,1.03361765475358,1.0757407334179,1.02343918748182,0.999597460336858,1.02794094790646,0.90700450900946,0.925555333217491,0.925555333217491
0.95346,0.80707,0.5953,0.33119,2.09e-159,9.26e-129,0.9931,0.89723,0.8065,1.0944,1.055,1.016,1.0502,0.86913,0.98741,0.95915,0.98875,0.98336,1.057,1.0665,1.0198,1.1455,0.99324,1.0104,1.0165,0.99365,0.89565,0.9572,0.9901,0.93689,0.92509,1.0159,0.96685,0.9662,0.96766,0.98407,1.0425,0.98679,0.97336,0.9491,0.89568,0.91086,0.85201,0.88681,0.98844,0.99865,1.0629,1.1711,1.0659,1.0099,1.0792,1.0792,1.0792,1.0792,1.0792
